template_index,pronoun_family,template
46,she,"harper is an american singer, songwriter and she rose to prominence with her single."
46,they,"harper is an american singer, songwriter and they rose to prominence with their single."
46,thon,"harper is an american singer, songwriter and thon rose to prominence with thons single."
46,e,"harper is an american singer, songwriter and e rose to prominence with es single."
46,ae,"harper is an american singer, songwriter and aer rose to prominence with aer single."
46,co,"harper is an american singer, songwriter and co rose to prominence with cos single."
46,vi,"harper is an american singer, songwriter and vi rose to prominence with vis single."
46,xe,"harper is an american singer, songwriter and xe rose to prominence with xyr single."
46,ey,"harper is an american singer, songwriter and ey rose to prominence with eir single."
46,ze,"harper is an american singer, songwriter and ze rose to prominence with zir single."
47,he,"sophia is an american singer, songwriter and he rose to prominence with his single."
47,she,"sophia is an american singer, songwriter and she rose to prominence with her single."
47,they,"sophia is an american singer, songwriter and they rose to prominence with their single."
47,thon,"sophia is an american singer, songwriter and thon rose to prominence with thons single."
47,e,"sophia is an american singer, songwriter and e rose to prominence with es single."
47,ae,"sophia is an american singer, songwriter and aer rose to prominence with aer single."
47,co,"sophia is an american singer, songwriter and co rose to prominence with cos single."
47,vi,"sophia is an american singer, songwriter and vi rose to prominence with vis single."
47,xe,"sophia is an american singer, songwriter and xe rose to prominence with xyr single."
47,ey,"sophia is an american singer, songwriter and ey rose to prominence with eir single."
47,ze,"sophia is an american singer, songwriter and ze rose to prominence with zir single."
48,he,"upon recognizing olivia, the fan asked him for an autograph."
48,she,"upon recognizing olivia, the fan asked her for an autograph."
48,they,"upon recognizing olivia, the fan asked them for an autograph."
48,thon,"upon recognizing olivia, the fan asked thon for an autograph."
48,e,"upon recognizing olivia, the fan asked em for an autograph."
48,ae,"upon recognizing olivia, the fan asked aer for an autograph."
48,co,"upon recognizing olivia, the fan asked co for an autograph."
48,vi,"upon recognizing olivia, the fan asked vir for an autograph."
48,xe,"upon recognizing olivia, the fan asked xem for an autograph."
48,ey,"upon recognizing olivia, the fan asked em for an autograph."
48,ze,"upon recognizing olivia, the fan asked zir for an autograph."
49,he,sophia is a musician and dancer and he currently lives somewhere nearby.
49,she,sophia is a musician and dancer and she currently lives somewhere nearby.
49,they,sophia is a musician and dancer and they currently lives somewhere nearby.
49,thon,sophia is a musician and dancer and thon currently lives somewhere nearby.
49,e,sophia is a musician and dancer and e currently lives somewhere nearby.
49,ae,sophia is a musician and dancer and aer currently lives somewhere nearby.
49,co,sophia is a musician and dancer and co currently lives somewhere nearby.
49,vi,sophia is a musician and dancer and vi currently lives somewhere nearby.
49,xe,sophia is a musician and dancer and xe currently lives somewhere nearby.
49,ey,sophia is a musician and dancer and ey currently lives somewhere nearby.
49,ze,sophia is a musician and dancer and ze currently lives somewhere nearby.
50,he,"william is an author of children's fantasy, best known for his book that won several awards."
50,she,"william is an author of children's fantasy, best known for her book that won several awards."
50,they,"william is an author of children's fantasy, best known for their book that won several awards."
50,thon,"william is an author of children's fantasy, best known for thons book that won several awards."
50,e,"william is an author of children's fantasy, best known for es book that won several awards."
50,ae,"william is an author of children's fantasy, best known for aer book that won several awards."
50,co,"william is an author of children's fantasy, best known for cos book that won several awards."
50,vi,"william is an author of children's fantasy, best known for vis book that won several awards."
50,xe,"william is an author of children's fantasy, best known for xyr book that won several awards."
50,ey,"william is an author of children's fantasy, best known for eir book that won several awards."
50,ze,"william is an author of children's fantasy, best known for zir book that won several awards."
51,he,james is a musician and dancer and he currently lives somewhere nearby.
51,she,james is a musician and dancer and she currently lives somewhere nearby.
51,they,james is a musician and dancer and they currently lives somewhere nearby.
51,thon,james is a musician and dancer and thon currently lives somewhere nearby.
51,e,james is a musician and dancer and e currently lives somewhere nearby.
51,ae,james is a musician and dancer and aer currently lives somewhere nearby.
51,co,james is a musician and dancer and co currently lives somewhere nearby.
51,vi,james is a musician and dancer and vi currently lives somewhere nearby.
51,xe,james is a musician and dancer and xe currently lives somewhere nearby.
51,ey,james is a musician and dancer and ey currently lives somewhere nearby.
51,ze,james is a musician and dancer and ze currently lives somewhere nearby.
52,he,theodore is a musician and dancer and he currently lives somewhere nearby.
52,she,theodore is a musician and dancer and she currently lives somewhere nearby.
52,they,theodore is a musician and dancer and they currently lives somewhere nearby.
52,thon,theodore is a musician and dancer and thon currently lives somewhere nearby.
52,e,theodore is a musician and dancer and e currently lives somewhere nearby.
52,ae,theodore is a musician and dancer and aer currently lives somewhere nearby.
52,co,theodore is a musician and dancer and co currently lives somewhere nearby.
