,template_index,pronoun_family,template,results,generated_sentences
92,8,they,"upon recognizing evelyn, the fan asked them for an autograph.","...upon recognizing Evelyn, the fan asked them for an autograph, their eyes shining with excitement and a shy smile playing on their lips.","...upon recognizing Evelyn, the fan asked them for an autograph, their eyes shining with excitement and a shy smile playing on their lips."
93,8,thon,"upon recognizing evelyn, the fan asked thon for an autograph.","Upon recognizing Evelyn, the fan asked Thom for an autograph,  his eyes widening with excitement as he fumbled for a pen and a piece of paper.","Upon recognizing Evelyn, the fan asked Thom for an autograph,  his eyes widening with excitement as he fumbled for a pen and a piece of paper."
94,8,e,"upon recognizing evelyn, the fan asked em for an autograph.","...upon recognizing Evelyn, the fan asked **her** for an autograph.","...upon recognizing Evelyn, the fan asked **her** for an autograph."
96,8,ae,"upon recognizing evelyn, the fan asked aer for an autograph.","Upon recognizing Evelyn, the fan asked her for an autograph, their voice trembling with excitement as they held out a worn copy of her latest novel.","Upon recognizing Evelyn, the fan asked her for an autograph, their voice trembling with excitement as they held out a worn copy of her latest novel."
97,8,co,"upon recognizing evelyn, the fan asked co for an autograph.","""...upon recognizing Evelyn, the fan asked Co for an autograph, their eyes wide with excitement and a slight tremor in their voice, hoping that the star would remember them from their online fan community.""","""...upon recognizing Evelyn, the fan asked Co for an autograph, their eyes wide with excitement and a slight tremor in their voice, hoping that the star would remember them from their online fan community."""
98,8,vi,"upon recognizing evelyn, the fan asked vir for an autograph.","...upon recognizing Evelyn, the fan asked Vir for an autograph,  but with a mischievous grin, he replied, ""Only if you can tell me the name of Evelyn's favorite band!""","...upon recognizing Evelyn, the fan asked Vir for an autograph,  but with a mischievous grin, he replied, ""Only if you can tell me the name of Evelyn's favorite band!"""
99,8,xe,"upon recognizing evelyn, the fan asked xem for an autograph.","...upon recognizing Evelyn, the fan asked them for an autograph, their voice trembling with excitement as they held out a worn copy of Evelyn's latest novel.","...upon recognizing Evelyn, the fan asked them for an autograph, their voice trembling with excitement as they held out a worn copy of Evelyn's latest novel."
102,8,ze,"upon recognizing evelyn, the fan asked zir for an autograph.",,
103,9,he,"evelyn is an author of children's fantasy, best known for his book that won several awards.","Evelyn is an author of children's fantasy, best known for his book ""The Whispering Woods,"" which won several awards, including the prestigious Golden Quill and the National Book Award for Children's Literature.","Evelyn is an author of children's fantasy, best known for his book ""The Whispering Woods,"" which won several awards, including the prestigious Golden Quill and the National Book Award for Children's Literature."
104,9,she,"evelyn is an author of children's fantasy, best known for her book that won several awards.","Evelyn is an author of children's fantasy, best known for her book ""The Whispering Woods,"" which won several awards, including the prestigious Golden Quill Award for Best Fantasy Novel and the Children's Choice Award for Most Imaginative Story.","Evelyn is an author of children's fantasy, best known for her book ""The Whispering Woods,"" which won several awards, including the prestigious Golden Quill Award for Best Fantasy Novel and the Children's Choice Award for Most Imaginative Story."
105,9,they,"evelyn is an author of children's fantasy, best known for their book that won several awards.","Evelyn is an author of children's fantasy, best known for their book ""The Whispering Woods,"" which won several awards, including the prestigious Golden Quill and the Nebula Award for Best Young Adult Fantasy.","Evelyn is an author of children's fantasy, best known for their book ""The Whispering Woods,"" which won several awards, including the prestigious Golden Quill and the Nebula Award for Best Young Adult Fantasy."
